FLOWplateWell,uniqID,OD_well,putida,protegens,grimontii,veronii,CommRich,Date,Day,Incubator,Plate,Heat,Heat_Day,Recov_Day
plate1-D3,24-07-08 Epoch D2,D2,0,0,0,1,1,24-07-08,1,Epoch,1,0,NA,NA
plate1-E3,24-07-08 Epoch E2,E2,1,1,0,0,2,24-07-08,1,Epoch,1,0,NA,NA
plate1-F3,24-07-08 Epoch F2,F2,1,0,1,0,2,24-07-08,1,Epoch,1,0,NA,NA
plate1-G3,24-07-08 Epoch G2,G2,1,0,0,1,2,24-07-08,1,Epoch,1,0,NA,NA
plate1-H3,24-07-08 Epoch H2,H2,0,1,1,0,2,24-07-08,1,Epoch,1,0,NA,NA
plate1-A5,24-07-08 Epoch A3,A3,0,1,0,1,2,24-07-08,1,Epoch,1,0,NA,NA
plate1-B5,24-07-08 Epoch B3,B3,0,0,1,1,2,24-07-08,1,Epoch,1,0,NA,NA
plate1-C5,24-07-08 Epoch C3,C3,1,1,1,0,3,24-07-08,1,Epoch,1,0,NA,NA
plate1-D5,24-07-08 Epoch D3,D3,1,1,0,1,3,24-07-08,1,Epoch,1,0,NA,NA
plate1-E5,24-07-08 Epoch E3,E3,1,0,1,1,3,24-07-08,1,Epoch,1,0,NA,NA
plate1-F5,24-07-08 Epoch F3,F3,0,1,1,1,3,24-07-08,1,Epoch,1,0,NA,NA
plate1-G5,24-07-08 Epoch G3,G3,1,1,1,1,4,24-07-08,1,Epoch,1,0,NA,NA
plate1-H5,24-07-08 Epoch H3,H3,0,0,0,0,0,24-07-08,1,Epoch,1,0,NA,NA
plate1-A7,24-07-08 Epoch A4,A4,1,0,0,0,1,24-07-08,1,Epoch,1,0,NA,NA
plate1-B7,24-07-08 Epoch B4,B4,0,1,0,0,1,24-07-08,1,Epoch,1,0,NA,NA
plate1-C7,24-07-08 Epoch C4,C4,0,0,1,0,1,24-07-08,1,Epoch,1,0,NA,NA
plate1-D7,24-07-08 Epoch D4,D4,0,0,0,1,1,24-07-08,1,Epoch,1,0,NA,NA
plate1-E7,24-07-08 Epoch E4,E4,1,1,0,0,2,24-07-08,1,Epoch,1,0,NA,NA
plate1-F7,24-07-08 Epoch F4,F4,1,0,1,0,2,24-07-08,1,Epoch,1,0,NA,NA
plate1-G7,24-07-08 Epoch G4,G4,1,0,0,1,2,24-07-08,1,Epoch,1,0,NA,NA
plate1-H7,24-07-08 Epoch H4,H4,0,1,1,0,2,24-07-08,1,Epoch,1,0,NA,NA
plate1-A9,24-07-08 Epoch A5,A5,1,1,1,0,3,24-07-08,1,Epoch,1,0,NA,NA
plate1-B9,24-07-08 Epoch B5,B5,1,1,0,1,3,24-07-08,1,Epoch,1,0,NA,NA
plate1-C9,24-07-08 Epoch C5,C5,1,0,1,1,3,24-07-08,1,Epoch,1,0,NA,NA
plate1-D9,24-07-08 Epoch D5,D5,0,1,1,1,3,24-07-08,1,Epoch,1,0,NA,NA
plate1-E9,24-07-08 Epoch E5,E5,1,1,1,1,4,24-07-08,1,Epoch,1,0,NA,NA
plate1-F9,24-07-08 Epoch F5,F5,0,0,0,0,0,24-07-08,1,Epoch,1,0,NA,NA
plate1-G9,24-07-08 Epoch G5,G5,0,1,0,1,2,24-07-08,1,Epoch,1,0,NA,NA
plate1-H9,24-07-08 Epoch H5,H5,0,0,1,1,2,24-07-08,1,Epoch,1,0,NA,NA
plate1-A11,24-07-08 Epoch A6,A6,0,1,1,0,2,24-07-08,1,Epoch,1,0,NA,NA
plate1-B11,24-07-08 Epoch B6,B6,0,0,0,0,0,24-07-08,1,Epoch,1,0,NA,NA
plate1-C11,24-07-08 Epoch C6,C6,0,0,0,0,0,24-07-08,1,Epoch,1,0,NA,NA
plate1-D11,24-07-08 Epoch D6,D6,0,0,0,0,0,24-07-08,1,Epoch,1,0,NA,NA
plate1-E11,24-07-08 Epoch E6,E6,0,0,0,0,0,24-07-08,1,Epoch,1,0,NA,NA
plate1-F11,24-07-08 Epoch F6,F6,0,0,0,0,0,24-07-08,1,Epoch,1,0,NA,NA
plate1-G11,24-07-08 Epoch G6,G6,0,0,0,0,0,24-07-08,1,Epoch,1,0,NA,NA
plate1-H11,24-07-08 Epoch H6,H6,1,0,0,0,1,24-07-08,1,Epoch,1,0,NA,NA
plate1-A1,24-07-08 H1 A1,A1,0,0,0,0,0,24-07-08,1,H1,1,48,1,NA
plate1-B1,24-07-08 H1 B1,B1,1,0,0,1,2,24-07-08,1,H1,1,48,1,NA
plate1-C1,24-07-08 H1 C1,C1,1,0,1,0,2,24-07-08,1,H1,1,48,1,NA
plate1-D1,24-07-08 H1 D1,D1,1,1,0,0,2,24-07-08,1,H1,1,48,1,NA
plate1-E1,24-07-08 H1 E1,E1,0,0,0,1,1,24-07-08,1,H1,1,48,1,NA
plate1-F1,24-07-08 H1 F1,F1,0,0,1,0,1,24-07-08,1,H1,1,48,1,NA
plate1-G1,24-07-08 H1 G1,G1,0,1,0,0,1,24-07-08,1,H1,1,48,1,NA
plate1-H1,24-07-08 H1 H1,H1,0,0,0,0,0,24-07-08,1,H1,1,48,1,NA
plate1-A3,24-07-08 H1 A2,A2,1,0,0,0,1,24-07-08,1,H1,1,48,1,NA
plate1-B3,24-07-08 H1 B2,B2,0,1,0,0,1,24-07-08,1,H1,1,48,1,NA
plate1-C3,24-07-08 H1 C2,C2,0,0,1,0,1,24-07-08,1,H1,1,48,1,NA
plate1-D3,24-07-08 H1 D2,D2,0,0,0,1,1,24-07-08,1,H1,1,48,1,NA
plate1-E3,24-07-08 H1 E2,E2,1,1,0,0,2,24-07-08,1,H1,1,48,1,NA
plate1-F3,24-07-08 H1 F2,F2,1,0,1,0,2,24-07-08,1,H1,1,48,1,NA
plate1-G3,24-07-08 H1 G2,G2,1,0,0,1,2,24-07-08,1,H1,1,48,1,NA
plate1-H3,24-07-08 H1 H2,H2,0,1,1,0,2,24-07-08,1,H1,1,48,1,NA
plate1-A5,24-07-08 H1 A3,A3,0,1,0,1,2,24-07-08,1,H1,1,48,1,NA
plate1-B5,24-07-08 H1 B3,B3,0,0,1,1,2,24-07-08,1,H1,1,48,1,NA
plate1-C5,24-07-08 H1 C3,C3,1,1,1,0,3,24-07-08,1,H1,1,48,1,NA
plate1-D5,24-07-08 H1 D3,D3,1,1,0,1,3,24-07-08,1,H1,1,48,1,NA
plate1-E5,24-07-08 H1 E3,E3,1,0,1,1,3,24-07-08,1,H1,1,48,1,NA
plate1-F5,24-07-08 H1 F3,F3,0,1,1,1,3,24-07-08,1,H1,1,48,1,NA
plate1-G5,24-07-08 H1 G3,G3,1,1,1,1,4,24-07-08,1,H1,1,48,1,NA
plate1-H5,24-07-08 H1 H3,H3,0,0,0,0,0,24-07-08,1,H1,1,48,1,NA
plate1-A7,24-07-08 H1 A4,A4,1,0,0,0,1,24-07-08,1,H1,1,48,1,NA
plate1-B7,24-07-08 H1 B4,B4,0,1,0,0,1,24-07-08,1,H1,1,48,1,NA
plate1-C7,24-07-08 H1 C4,C4,0,0,1,0,1,24-07-08,1,H1,1,48,1,NA
plate1-D7,24-07-08 H1 D4,D4,0,0,0,1,1,24-07-08,1,H1,1,48,1,NA
plate1-E7,24-07-08 H1 E4,E4,1,1,0,0,2,24-07-08,1,H1,1,48,1,NA
plate1-F7,24-07-08 H1 F4,F4,1,0,1,0,2,24-07-08,1,H1,1,48,1,NA
plate1-G7,24-07-08 H1 G4,G4,1,0,0,1,2,24-07-08,1,H1,1,48,1,NA
plate1-H7,24-07-08 H1 H4,H4,0,1,1,0,2,24-07-08,1,H1,1,48,1,NA
plate1-A9,24-07-08 H1 A5,A5,1,1,1,0,3,24-07-08,1,H1,1,48,1,NA
plate1-B9,24-07-08 H1 B5,B5,1,1,0,1,3,24-07-08,1,H1,1,48,1,NA
plate1-C9,24-07-08 H1 C5,C5,1,0,1,1,3,24-07-08,1,H1,1,48,1,NA
plate1-D9,24-07-08 H1 D5,D5,0,1,1,1,3,24-07-08,1,H1,1,48,1,NA
plate1-E9,24-07-08 H1 E5,E5,1,1,1,1,4,24-07-08,1,H1,1,48,1,NA
plate1-F9,24-07-08 H1 F5,F5,0,0,0,0,0,24-07-08,1,H1,1,48,1,NA
plate1-G9,24-07-08 H1 G5,G5,0,1,0,1,2,24-07-08,1,H1,1,48,1,NA
plate1-H9,24-07-08 H1 H5,H5,0,0,1,1,2,24-07-08,1,H1,1,48,1,NA
plate1-A11,24-07-08 H1 A6,A6,0,1,1,0,2,24-07-08,1,H1,1,48,1,NA
plate1-B11,24-07-08 H1 B6,B6,0,0,0,0,0,24-07-08,1,H1,1,48,1,NA
plate1-C11,24-07-08 H1 C6,C6,0,0,0,0,0,24-07-08,1,H1,1,48,1,NA
plate1-D11,24-07-08 H1 D6,D6,0,0,0,0,0,24-07-08,1,H1,1,48,1,NA
plate1-E11,24-07-08 H1 E6,E6,0,0,0,0,0,24-07-08,1,H1,1,48,1,NA
plate1-F11,24-07-08 H1 F6,F6,0,0,0,0,0,24-07-08,1,H1,1,48,1,NA
plate1-G11,24-07-08 H1 G6,G6,0,0,0,0,0,24-07-08,1,H1,1,48,1,NA
plate1-H11,24-07-08 H1 H6,H6,1,0,0,0,1,24-07-08,1,H1,1,48,1,NA
plate1-A1,24-07-08 Epoch A1,A1,0,0,0,0,0,24-07-08,2,Epoch,1,0,NA,NA
plate1-B1,24-07-08 Epoch B1,B1,1,0,0,1,2,24-07-08,2,Epoch,1,0,NA,NA
plate1-C1,24-07-08 Epoch C1,C1,1,0,1,0,2,24-07-08,2,Epoch,1,0,NA,NA
plate1-D1,24-07-08 Epoch D1,D1,1,1,0,0,2,24-07-08,2,Epoch,1,0,NA,NA
plate1-E1,24-07-08 Epoch E1,E1,0,0,0,1,1,24-07-08,2,Epoch,1,0,NA,NA
plate1-F1,24-07-08 Epoch F1,F1,0,0,1,0,1,24-07-08,2,Epoch,1,0,NA,NA
plate1-G1,24-07-08 Epoch G1,G1,0,1,0,0,1,24-07-08,2,Epoch,1,0,NA,NA
plate1-H1,24-07-08 Epoch H1,H1,0,0,0,0,0,24-07-08,2,Epoch,1,0,NA,NA
plate1-A3,24-07-08 Epoch A2,A2,1,0,0,0,1,24-07-08,2,Epoch,1,0,NA,NA
plate1-B3,24-07-08 Epoch B2,B2,0,1,0,0,1,24-07-08,2,Epoch,1,0,NA,NA
plate1-C3,24-07-08 Epoch C2,C2,0,0,1,0,1,24-07-08,2,Epoch,1,0,NA,NA
plate1-D3,24-07-08 Epoch D2,D2,0,0,0,1,1,24-07-08,2,Epoch,1,0,NA,NA
plate1-E3,24-07-08 Epoch E2,E2,1,1,0,0,2,24-07-08,2,Epoch,1,0,NA,NA
plate1-F3,24-07-08 Epoch F2,F2,1,0,1,0,2,24-07-08,2,Epoch,1,0,NA,NA
plate1-G3,24-07-08 Epoch G2,G2,1,0,0,1,2,24-07-08,2,Epoch,1,0,NA,NA
plate1-H3,24-07-08 Epoch H2,H2,0,1,1,0,2,24-07-08,2,Epoch,1,0,NA,NA
plate1-A5,24-07-08 Epoch A3,A3,0,1,0,1,2,24-07-08,2,Epoch,1,0,NA,NA
plate1-B5,24-07-08 Epoch B3,B3,0,0,1,1,2,24-07-08,2,Epoch,1,0,NA,NA
plate1-C5,24-07-08 Epoch C3,C3,1,1,1,0,3,24-07-08,2,Epoch,1,0,NA,NA
plate1-D5,24-07-08 Epoch D3,D3,1,1,0,1,3,24-07-08,2,Epoch,1,0,NA,NA
plate1-E5,24-07-08 Epoch E3,E3,1,0,1,1,3,24-07-08,2,Epoch,1,0,NA,NA
plate1-F5,24-07-08 Epoch F3,F3,0,1,1,1,3,24-07-08,2,Epoch,1,0,NA,NA
plate1-G5,24-07-08 Epoch G3,G3,1,1,1,1,4,24-07-08,2,Epoch,1,0,NA,NA
plate1-H5,24-07-08 Epoch H3,H3,0,0,0,0,0,24-07-08,2,Epoch,1,0,NA,NA
plate1-A7,24-07-08 Epoch A4,A4,1,0,0,0,1,24-07-08,2,Epoch,1,0,NA,NA
plate1-B7,24-07-08 Epoch B4,B4,0,1,0,0,1,24-07-08,2,Epoch,1,0,NA,NA
plate1-C7,24-07-08 Epoch C4,C4,0,0,1,0,1,24-07-08,2,Epoch,1,0,NA,NA
plate1-D7,24-07-08 Epoch D4,D4,0,0,0,1,1,24-07-08,2,Epoch,1,0,NA,NA
plate1-E7,24-07-08 Epoch E4,E4,1,1,0,0,2,24-07-08,2,Epoch,1,0,NA,NA
plate1-F7,24-07-08 Epoch F4,F4,1,0,1,0,2,24-07-08,2,Epoch,1,0,NA,NA
plate1-G7,24-07-08 Epoch G4,G4,1,0,0,1,2,24-07-08,2,Epoch,1,0,NA,NA
plate1-H7,24-07-08 Epoch H4,H4,0,1,1,0,2,24-07-08,2,Epoch,1,0,NA,NA
plate1-A9,24-07-08 Epoch A5,A5,1,1,1,0,3,24-07-08,2,Epoch,1,0,NA,NA
plate1-B9,24-07-08 Epoch B5,B5,1,1,0,1,3,24-07-08,2,Epoch,1,0,NA,NA
plate1-C9,24-07-08 Epoch C5,C5,1,0,1,1,3,24-07-08,2,Epoch,1,0,NA,NA
plate1-D9,24-07-08 Epoch D5,D5,0,1,1,1,3,24-07-08,2,Epoch,1,0,NA,NA
plate1-E9,24-07-08 Epoch E5,E5,1,1,1,1,4,24-07-08,2,Epoch,1,0,NA,NA
plate1-F9,24-07-08 Epoch F5,F5,0,0,0,0,0,24-07-08,2,Epoch,1,0,NA,NA
plate1-G9,24-07-08 Epoch G5,G5,0,1,0,1,2,24-07-08,2,Epoch,1,0,NA,NA
plate1-H9,24-07-08 Epoch H5,H5,0,0,1,1,2,24-07-08,2,Epoch,1,0,NA,NA
plate1-A11,24-07-08 Epoch A6,A6,0,1,1,0,2,24-07-08,2,Epoch,1,0,NA,NA
plate1-B11,24-07-08 Epoch B6,B6,0,0,0,0,0,24-07-08,2,Epoch,1,0,NA,NA
plate1-C11,24-07-08 Epoch C6,C6,0,0,0,0,0,24-07-08,2,Epoch,1,0,NA,NA
plate1-D11,24-07-08 Epoch D6,D6,0,0,0,0,0,24-07-08,2,Epoch,1,0,NA,NA
plate1-E11,24-07-08 Epoch E6,E6,0,0,0,0,0,24-07-08,2,Epoch,1,0,NA,NA
plate1-F11,24-07-08 Epoch F6,F6,0,0,0,0,0,24-07-08,2,Epoch,1,0,NA,NA
plate1-G11,24-07-08 Epoch G6,G6,0,0,0,0,0,24-07-08,2,Epoch,1,0,NA,NA
plate1-H11,24-07-08 Epoch H6,H6,1,0,0,0,1,24-07-08,2,Epoch,1,0,NA,NA
plate1-A1,24-07-08 H1 A1,A1,0,0,0,0,0,24-07-08,2,H1,1,48,2,NA
plate1-B1,24-07-08 H1 B1,B1,1,0,0,1,2,24-07-08,2,H1,1,48,2,NA
plate1-C1,24-07-08 H1 C1,C1,1,0,1,0,2,24-07-08,2,H1,1,48,2,NA
plate1-D1,24-07-08 H1 D1,D1,1,1,0,0,2,24-07-08,2,H1,1,48,2,NA
plate1-E1,24-07-08 H1 E1,E1,0,0,0,1,1,24-07-08,2,H1,1,48,2,NA
plate1-F1,24-07-08 H1 F1,F1,0,0,1,0,1,24-07-08,2,H1,1,48,2,NA
plate1-G1,24-07-08 H1 G1,G1,0,1,0,0,1,24-07-08,2,H1,1,48,2,NA
plate1-H1,24-07-08 H1 H1,H1,0,0,0,0,0,24-07-08,2,H1,1,48,2,NA
plate1-A3,24-07-08 H1 A2,A2,1,0,0,0,1,24-07-08,2,H1,1,48,2,NA
plate1-B3,24-07-08 H1 B2,B2,0,1,0,0,1,24-07-08,2,H1,1,48,2,NA
plate1-C3,24-07-08 H1 C2,C2,0,0,1,0,1,24-07-08,2,H1,1,48,2,NA
plate1-D3,24-07-08 H1 D2,D2,0,0,0,1,1,24-07-08,2,H1,1,48,2,NA
plate1-E3,24-07-08 H1 E2,E2,1,1,0,0,2,24-07-08,2,H1,1,48,2,NA
plate1-F3,24-07-08 H1 F2,F2,1,0,1,0,2,24-07-08,2,H1,1,48,2,NA
plate1-G3,24-07-08 H1 G2,G2,1,0,0,1,2,24-07-08,2,H1,1,48,2,NA
plate1-H3,24-07-08 H1 H2,H2,0,1,1,0,2,24-07-08,2,H1,1,48,2,NA
plate1-A5,24-07-08 H1 A3,A3,0,1,0,1,2,24-07-08,2,H1,1,48,2,NA
plate1-B5,24-07-08 H1 B3,B3,0,0,1,1,2,24-07-08,2,H1,1,48,2,NA
plate1-C5,24-07-08 H1 C3,C3,1,1,1,0,3,24-07-08,2,H1,1,48,2,NA
plate1-D5,24-07-08 H1 D3,D3,1,1,0,1,3,24-07-08,2,H1,1,48,2,NA
plate1-E5,24-07-08 H1 E3,E3,1,0,1,1,3,24-07-08,2,H1,1,48,2,NA
plate1-F5,24-07-08 H1 F3,F3,0,1,1,1,3,24-07-08,2,H1,1,48,2,NA
plate1-G5,24-07-08 H1 G3,G3,1,1,1,1,4,24-07-08,2,H1,1,48,2,NA
plate1-H5,24-07-08 H1 H3,H3,0,0,0,0,0,24-07-08,2,H1,1,48,2,NA
plate1-A7,24-07-08 H1 A4,A4,1,0,0,0,1,24-07-08,2,H1,1,48,2,NA
plate1-B7,24-07-08 H1 B4,B4,0,1,0,0,1,24-07-08,2,H1,1,48,2,NA
plate1-C7,24-07-08 H1 C4,C4,0,0,1,0,1,24-07-08,2,H1,1,48,2,NA
plate1-D7,24-07-08 H1 D4,D4,0,0,0,1,1,24-07-08,2,H1,1,48,2,NA
plate1-E7,24-07-08 H1 E4,E4,1,1,0,0,2,24-07-08,2,H1,1,48,2,NA
plate1-F7,24-07-08 H1 F4,F4,1,0,1,0,2,24-07-08,2,H1,1,48,2,NA
plate1-G7,24-07-08 H1 G4,G4,1,0,0,1,2,24-07-08,2,H1,1,48,2,NA
plate1-H7,24-07-08 H1 H4,H4,0,1,1,0,2,24-07-08,2,H1,1,48,2,NA
plate1-A9,24-07-08 H1 A5,A5,1,1,1,0,3,24-07-08,2,H1,1,48,2,NA
plate1-B9,24-07-08 H1 B5,B5,1,1,0,1,3,24-07-08,2,H1,1,48,2,NA
plate1-C9,24-07-08 H1 C5,C5,1,0,1,1,3,24-07-08,2,H1,1,48,2,NA
plate1-D9,24-07-08 H1 D5,D5,0,1,1,1,3,24-07-08,2,H1,1,48,2,NA
plate1-E9,24-07-08 H1 E5,E5,1,1,1,1,4,24-07-08,2,H1,1,48,2,NA
plate1-F9,24-07-08 H1 F5,F5,0,0,0,0,0,24-07-08,2,H1,1,48,2,NA
plate1-G9,24-07-08 H1 G5,G5,0,1,0,1,2,24-07-08,2,H1,1,48,2,NA
plate1-H9,24-07-08 H1 H5,H5,0,0,1,1,2,24-07-08,2,H1,1,48,2,NA
plate1-A11,24-07-08 H1 A6,A6,0,1,1,0,2,24-07-08,2,H1,1,48,2,NA
plate1-B11,24-07-08 H1 B6,B6,0,0,0,0,0,24-07-08,2,H1,1,48,2,NA
plate1-C11,24-07-08 H1 C6,C6,0,0,0,0,0,24-07-08,2,H1,1,48,2,NA
plate1-D11,24-07-08 H1 D6,D6,0,0,0,0,0,24-07-08,2,H1,1,48,2,NA
plate1-E11,24-07-08 H1 E6,E6,0,0,0,0,0,24-07-08,2,H1,1,48,2,NA
plate1-F11,24-07-08 H1 F6,F6,0,0,0,0,0,24-07-08,2,H1,1,48,2,NA
plate1-G11,24-07-08 H1 G6,G6,0,0,0,0,0,24-07-08,2,H1,1,48,2,NA
plate1-H11,24-07-08 H1 H6,H6,1,0,0,0,1,24-07-08,2,H1,1,48,2,NA
plate1-A1,24-07-08 Epoch A1,A1,0,0,0,0,0,24-07-08,3,Epoch,1,0,NA,NA
plate1-B1,24-07-08 Epoch B1,B1,1,0,0,1,2,24-07-08,3,Epoch,1,0,NA,NA
plate1-C1,24-07-08 Epoch C1,C1,1,0,1,0,2,24-07-08,3,Epoch,1,0,NA,NA
plate1-D1,24-07-08 Epoch D1,D1,1,1,0,0,2,24-07-08,3,Epoch,1,0,NA,NA
plate1-E1,24-07-08 Epoch E1,E1,0,0,0,1,1,24-07-08,3,Epoch,1,0,NA,NA
plate1-F1,24-07-08 Epoch F1,F1,0,0,1,0,1,24-07-08,3,Epoch,1,0,NA,NA
plate1-G1,24-07-08 Epoch G1,G1,0,1,0,0,1,24-07-08,3,Epoch,1,0,NA,NA
plate1-H1,24-07-08 Epoch H1,H1,0,0,0,0,0,24-07-08,3,Epoch,1,0,NA,NA
plate1-A3,24-07-08 Epoch A2,A2,1,0,0,0,1,24-07-08,3,Epoch,1,0,NA,NA
plate1-B3,24-07-08 Epoch B2,B2,0,1,0,0,1,24-07-08,3,Epoch,1,0,NA,NA
plate1-C3,24-07-08 Epoch C2,C2,0,0,1,0,1,24-07-08,3,Epoch,1,0,NA,NA
plate1-D3,24-07-08 Epoch D2,D2,0,0,0,1,1,24-07-08,3,Epoch,1,0,NA,NA
plate1-E3,24-07-08 Epoch E2,E2,1,1,0,0,2,24-07-08,3,Epoch,1,0,NA,NA
plate1-F3,24-07-08 Epoch F2,F2,1,0,1,0,2,24-07-08,3,Epoch,1,0,NA,NA
plate1-G3,24-07-08 Epoch G2,G2,1,0,0,1,2,24-07-08,3,Epoch,1,0,NA,NA
plate1-H3,24-07-08 Epoch H2,H2,0,1,1,0,2,24-07-08,3,Epoch,1,0,NA,NA
plate1-A5,24-07-08 Epoch A3,A3,0,1,0,1,2,24-07-08,3,Epoch,1,0,NA,NA
plate1-B5,24-07-08 Epoch B3,B3,0,0,1,1,2,24-07-08,3,Epoch,1,0,NA,NA
plate1-C5,24-07-08 Epoch C3,C3,1,1,1,0,3,24-07-08,3,Epoch,1,0,NA,NA
plate1-D5,24-07-08 Epoch D3,D3,1,1,0,1,3,24-07-08,3,Epoch,1,0,NA,NA
plate1-E5,24-07-08 Epoch E3,E3,1,0,1,1,3,24-07-08,3,Epoch,1,0,NA,NA
plate1-F5,24-07-08 Epoch F3,F3,0,1,1,1,3,24-07-08,3,Epoch,1,0,NA,NA
plate1-G5,24-07-08 Epoch G3,G3,1,1,1,1,4,24-07-08,3,Epoch,1,0,NA,NA
plate1-H5,24-07-08 Epoch H3,H3,0,0,0,0,0,24-07-08,3,Epoch,1,0,NA,NA
plate1-A7,24-07-08 Epoch A4,A4,1,0,0,0,1,24-07-08,3,Epoch,1,0,NA,NA
plate1-B7,24-07-08 Epoch B4,B4,0,1,0,0,1,24-07-08,3,Epoch,1,0,NA,NA
plate1-C7,24-07-08 Epoch C4,C4,0,0,1,0,1,24-07-08,3,Epoch,1,0,NA,NA
plate1-D7,24-07-08 Epoch D4,D4,0,0,0,1,1,24-07-08,3,Epoch,1,0,NA,NA
plate1-E7,24-07-08 Epoch E4,E4,1,1,0,0,2,24-07-08,3,Epoch,1,0,NA,NA
plate1-F7,24-07-08 Epoch F4,F4,1,0,1,0,2,24-07-08,3,Epoch,1,0,NA,NA
plate1-G7,24-07-08 Epoch G4,G4,1,0,0,1,2,24-07-08,3,Epoch,1,0,NA,NA
plate1-H7,24-07-08 Epoch H4,H4,0,1,1,0,2,24-07-08,3,Epoch,1,0,NA,NA
plate1-A9,24-07-08 Epoch A5,A5,1,1,1,0,3,24-07-08,3,Epoch,1,0,NA,NA
plate1-B9,24-07-08 Epoch B5,B5,1,1,0,1,3,24-07-08,3,Epoch,1,0,NA,NA
plate1-C9,24-07-08 Epoch C5,C5,1,0,1,1,3,24-07-08,3,Epoch,1,0,NA,NA
plate1-D9,24-07-08 Epoch D5,D5,0,1,1,1,3,24-07-08,3,Epoch,1,0,NA,NA
plate1-E9,24-07-08 Epoch E5,E5,1,1,1,1,4,24-07-08,3,Epoch,1,0,NA,NA
plate1-F9,24-07-08 Epoch F5,F5,0,0,0,0,0,24-07-08,3,Epoch,1,0,NA,NA
plate1-G9,24-07-08 Epoch G5,G5,0,1,0,1,2,24-07-08,3,Epoch,1,0,NA,NA
plate1-H9,24-07-08 Epoch H5,H5,0,0,1,1,2,24-07-08,3,Epoch,1,0,NA,NA
plate1-A11,24-07-08 Epoch A6,A6,0,1,1,0,2,24-07-08,3,Epoch,1,0,NA,NA
plate1-B11,24-07-08 Epoch B6,B6,0,0,0,0,0,24-07-08,3,Epoch,1,0,NA,NA
plate1-C11,24-07-08 Epoch C6,C6,0,0,0,0,0,24-07-08,3,Epoch,1,0,NA,NA
plate1-D11,24-07-08 Epoch D6,D6,0,0,0,0,0,24-07-08,3,Epoch,1,0,NA,NA
plate1-E11,24-07-08 Epoch E6,E6,0,0,0,0,0,24-07-08,3,Epoch,1,0,NA,NA
plate1-F11,24-07-08 Epoch F6,F6,0,0,0,0,0,24-07-08,3,Epoch,1,0,NA,NA
plate1-G11,24-07-08 Epoch G6,G6,0,0,0,0,0,24-07-08,3,Epoch,1,0,NA,NA
plate1-H11,24-07-08 Epoch H6,H6,1,0,0,0,1,24-07-08,3,Epoch,1,0,NA,NA
plate1-A1,24-07-08 H1 A1,A1,0,0,0,0,0,24-07-08,3,H1,1,48,3,NA
plate1-B1,24-07-08 H1 B1,B1,1,0,0,1,2,24-07-08,3,H1,1,48,3,NA
plate1-C1,24-07-08 H1 C1,C1,1,0,1,0,2,24-07-08,3,H1,1,48,3,NA
plate1-D1,24-07-08 H1 D1,D1,1,1,0,0,2,24-07-08,3,H1,1,48,3,NA
plate1-E1,24-07-08 H1 E1,E1,0,0,0,1,1,24-07-08,3,H1,1,48,3,NA
plate1-F1,24-07-08 H1 F1,F1,0,0,1,0,1,24-07-08,3,H1,1,48,3,NA
plate1-G1,24-07-08 H1 G1,G1,0,1,0,0,1,24-07-08,3,H1,1,48,3,NA
plate1-H1,24-07-08 H1 H1,H1,0,0,0,0,0,24-07-08,3,H1,1,48,3,NA
plate1-A3,24-07-08 H1 A2,A2,1,0,0,0,1,24-07-08,3,H1,1,48,3,NA
plate1-B3,24-07-08 H1 B2,B2,0,1,0,0,1,24-07-08,3,H1,1,48,3,NA
plate1-C3,24-07-08 H1 C2,C2,0,0,1,0,1,24-07-08,3,H1,1,48,3,NA
plate1-D3,24-07-08 H1 D2,D2,0,0,0,1,1,24-07-08,3,H1,1,48,3,NA
plate1-E3,24-07-08 H1 E2,E2,1,1,0,0,2,24-07-08,3,H1,1,48,3,NA
plate1-F3,24-07-08 H1 F2,F2,1,0,1,0,2,24-07-08,3,H1,1,48,3,NA
plate1-G3,24-07-08 H1 G2,G2,1,0,0,1,2,24-07-08,3,H1,1,48,3,NA
plate1-H3,24-07-08 H1 H2,H2,0,1,1,0,2,24-07-08,3,H1,1,48,3,NA
plate1-A5,24-07-08 H1 A3,A3,0,1,0,1,2,24-07-08,3,H1,1,48,3,NA
plate1-B5,24-07-08 H1 B3,B3,0,0,1,1,2,24-07-08,3,H1,1,48,3,NA
plate1-C5,24-07-08 H1 C3,C3,1,1,1,0,3,24-07-08,3,H1,1,48,3,NA
plate1-D5,24-07-08 H1 D3,D3,1,1,0,1,3,24-07-08,3,H1,1,48,3,NA
plate1-E5,24-07-08 H1 E3,E3,1,0,1,1,3,24-07-08,3,H1,1,48,3,NA
plate1-F5,24-07-08 H1 F3,F3,0,1,1,1,3,24-07-08,3,H1,1,48,3,NA
plate1-G5,24-07-08 H1 G3,G3,1,1,1,1,4,24-07-08,3,H1,1,48,3,NA
plate1-H5,24-07-08 H1 H3,H3,0,0,0,0,0,24-07-08,3,H1,1,48,3,NA
plate1-A7,24-07-08 H1 A4,A4,1,0,0,0,1,24-07-08,3,H1,1,48,3,NA
plate1-B7,24-07-08 H1 B4,B4,0,1,0,0,1,24-07-08,3,H1,1,48,3,NA
plate1-C7,24-07-08 H1 C4,C4,0,0,1,0,1,24-07-08,3,H1,1,48,3,NA
plate1-D7,24-07-08 H1 D4,D4,0,0,0,1,1,24-07-08,3,H1,1,48,3,NA
