FLOWplateWell,uniqID,OD_well,putida,protegens,grimontii,veronii,CommRich,Date,Day,Incubator,Plate,Heat,Heat_Day,Recov_Day,Count_grimontii,Count_putida,Count_protegens,Count_veronii,Volume
plate2-A1,24-07-02 Epoch A8,A8,1,0,1,1,3,24-07-02,3,Epoch,2,6,NA,2,28,3386,31,6,17
plate2-B1,24-07-02 Epoch B8,B8,0,1,1,1,3,24-07-02,3,Epoch,2,6,NA,2,0,0,4982,0,71
plate2-C1,24-07-02 Epoch C8,C8,1,1,1,1,4,24-07-02,3,Epoch,2,6,NA,2,1,0,4863,0,66
plate2-D1,24-07-02 Epoch D8,D8,0,0,0,0,0,24-07-02,3,Epoch,2,6,NA,2,NA,NA,NA,NA,NA
plate2-E1,24-07-02 Epoch E8,E8,0,1,0,1,2,24-07-02,3,Epoch,2,6,NA,2,0,10,3420,0,74
plate2-F1,24-07-02 Epoch F8,F8,0,0,1,1,2,24-07-02,3,Epoch,2,6,NA,2,6636,0,0,2465,17
plate2-G1,24-07-02 Epoch G8,G8,1,1,1,0,3,24-07-02,3,Epoch,2,6,NA,2,0,1,5701,1,58
plate2-H1,24-07-02 Epoch H8,H8,1,1,0,1,3,24-07-02,3,Epoch,2,6,NA,2,0,2,4573,0,91
plate2-A3,24-07-02 Epoch A9,A9,1,0,0,1,2,24-07-02,3,Epoch,2,6,NA,2,0,5011,412,3,12
plate2-B3,24-07-02 Epoch B9,B9,0,1,1,0,2,24-07-02,3,Epoch,2,6,NA,2,0,0,4274,0,62
plate2-C3,24-07-02 Epoch C9,C9,1,0,0,0,1,24-07-02,3,Epoch,2,6,NA,2,0,3463,10,0,17
plate2-D3,24-07-02 Epoch D9,D9,0,1,0,0,1,24-07-02,3,Epoch,2,6,NA,2,0,0,3424,0,62
plate2-E3,24-07-02 Epoch E9,E9,0,0,1,0,1,24-07-02,3,Epoch,2,6,NA,2,8981,0,7,0,9
plate2-F3,24-07-02 Epoch F9,F9,0,0,0,1,1,24-07-02,3,Epoch,2,6,NA,2,0,0,3,6699,11
plate2-G3,24-07-02 Epoch G9,G9,1,1,0,0,2,24-07-02,3,Epoch,2,6,NA,2,0,0,3749,2,61
plate2-H3,24-07-02 Epoch H9,H9,1,0,1,0,2,24-07-02,3,Epoch,2,6,NA,2,12,3953,0,2,22
plate2-A5,24-07-02 Epoch A10,A10,1,1,1,1,4,24-07-02,3,Epoch,2,6,NA,2,0,1,4831,1,64
plate2-B5,24-07-02 Epoch B10,B10,0,0,0,0,0,24-07-02,3,Epoch,2,6,NA,2,NA,NA,NA,NA,NA
plate2-C5,24-07-02 Epoch C10,C10,0,1,0,1,2,24-07-02,3,Epoch,2,6,NA,2,0,4,4570,0,51
plate2-D5,24-07-02 Epoch D10,D10,0,0,1,1,2,24-07-02,3,Epoch,2,6,NA,2,7626,0,3,1574,11
plate2-E5,24-07-02 Epoch E10,E10,1,1,1,0,3,24-07-02,3,Epoch,2,6,NA,2,1,0,5526,0,56
plate2-F5,24-07-02 Epoch F10,F10,1,1,0,1,3,24-07-02,3,Epoch,2,6,NA,2,0,0,4148,5,58
plate2-G5,24-07-02 Epoch G10,G10,1,0,1,1,3,24-07-02,3,Epoch,2,6,NA,2,5,4114,2,3,20
plate2-H5,24-07-02 Epoch H10,H10,0,1,1,1,3,24-07-02,3,Epoch,2,6,NA,2,0,1,4606,0,83
plate2-A7,24-07-02 Epoch A12,A12,0,0,0,0,0,24-07-02,3,Epoch,2,6,NA,2,NA,NA,NA,NA,NA
plate2-B7,24-07-02 Epoch B12,B12,1,1,1,1,4,24-07-02,3,Epoch,2,6,NA,2,0,0,6400,0,49
plate2-C7,24-07-02 Epoch C12,C12,0,1,1,1,3,24-07-02,3,Epoch,2,6,NA,2,0,0,4610,0,53
plate2-D7,24-07-02 Epoch D12,D12,1,0,1,1,3,24-07-02,3,Epoch,2,6,NA,2,4,6075,6,4,14
plate2-E7,24-07-02 Epoch E12,E12,1,1,0,1,3,24-07-02,3,Epoch,2,6,NA,2,0,1,3734,0,80
plate2-F7,24-07-02 Epoch F12,F12,1,1,1,0,3,24-07-02,3,Epoch,2,6,NA,2,0,0,3514,3,72
plate2-G7,24-07-02 Epoch G12,G12,0,0,1,1,2,24-07-02,3,Epoch,2,6,NA,2,0,4,2929,1,60
plate2-H7,24-07-02 Epoch H11,H11,0,1,0,1,2,24-07-02,3,Epoch,2,6,NA,2,0,0,5555,0,83
plate1-A1,24-07-08 Epoch A1,A1,0,0,0,0,0,24-07-08,1,Epoch,1,0,NA,NA,NA,NA,NA,NA,NA
plate1-B1,24-07-08 Epoch B1,B1,1,0,0,1,2,24-07-08,1,Epoch,1,0,NA,NA,0,4401,5,2012,6
plate1-C1,24-07-08 Epoch C1,C1,1,0,1,0,2,24-07-08,1,Epoch,1,0,NA,NA,1367,5144,2,0,11
plate1-D1,24-07-08 Epoch D1,D1,1,1,0,0,2,24-07-08,1,Epoch,1,0,NA,NA,0,2,8795,1,24
plate1-E1,24-07-08 Epoch E1,E1,0,0,0,1,1,24-07-08,1,Epoch,1,0,NA,NA,0,0,2,5244,6
plate1-F1,24-07-08 Epoch F1,F1,0,0,1,0,1,24-07-08,1,Epoch,1,0,NA,NA,5229,0,3,0,32
plate1-G1,24-07-08 Epoch G1,G1,0,1,0,0,1,24-07-08,1,Epoch,1,0,NA,NA,0,2,5376,0,59
plate1-H1,24-07-08 Epoch H1,H1,0,0,0,0,0,24-07-08,1,Epoch,1,0,NA,NA,NA,NA,NA,NA,NA
plate1-A3,24-07-08 Epoch A2,A2,1,0,0,0,1,24-07-08,1,Epoch,1,0,NA,NA,3,6311,17,0,7
plate1-B3,24-07-08 Epoch B2,B2,0,1,0,0,1,24-07-08,1,Epoch,1,0,NA,NA,0,8,6724,1,40
plate1-C3,24-07-08 Epoch C2,C2,0,0,1,0,1,24-07-08,1,Epoch,1,0,NA,NA,8250,3,7,1,32
plate1-D3,24-07-08 Epoch D2,D2,0,0,0,1,1,24-07-08,1,Epoch,1,0,NA,NA,0,0,1,6519,6
plate1-E3,24-07-08 Epoch E2,E2,1,1,0,0,2,24-07-08,1,Epoch,1,0,NA,NA,0,0,5186,3,47
plate1-F3,24-07-08 Epoch F2,F2,1,0,1,0,2,24-07-08,1,Epoch,1,0,NA,NA,1131,4078,2,0,15
plate1-G3,24-07-08 Epoch G2,G2,1,0,0,1,2,24-07-08,1,Epoch,1,0,NA,NA,0,3530,5,2183,10
plate1-H3,24-07-08 Epoch H2,H2,0,1,1,0,2,24-07-08,1,Epoch,1,0,NA,NA,0,0,5791,0,61
plate1-A5,24-07-08 Epoch A3,A3,0,1,0,1,2,24-07-08,1,Epoch,1,0,NA,NA,0,27,7297,0,54
plate1-B5,24-07-08 Epoch B3,B3,0,0,1,1,2,24-07-08,1,Epoch,1,0,NA,NA,1044,2,3,7338,11
plate1-C5,24-07-08 Epoch C3,C3,1,1,1,0,3,24-07-08,1,Epoch,1,0,NA,NA,3,1,7867,0,36
plate1-D5,24-07-08 Epoch D3,D3,1,1,0,1,3,24-07-08,1,Epoch,1,0,NA,NA,1,0,8055,0,32
plate1-E5,24-07-08 Epoch E3,E3,1,0,1,1,3,24-07-08,1,Epoch,1,0,NA,NA,305,3426,2,2929,12
plate1-F5,24-07-08 Epoch F3,F3,0,1,1,1,3,24-07-08,1,Epoch,1,0,NA,NA,4,1,5409,0,50
plate1-G5,24-07-08 Epoch G3,G3,1,1,1,1,4,24-07-08,1,Epoch,1,0,NA,NA,0,10,4320,0,33
plate1-H5,24-07-08 Epoch H3,H3,0,0,0,0,0,24-07-08,1,Epoch,1,0,NA,NA,NA,NA,NA,NA,NA
plate1-A7,24-07-08 Epoch A4,A4,1,0,0,0,1,24-07-08,1,Epoch,1,0,NA,NA,0,6705,3,0,9
plate1-B7,24-07-08 Epoch B4,B4,0,1,0,0,1,24-07-08,1,Epoch,1,0,NA,NA,3,1,6776,0,50
plate1-C7,24-07-08 Epoch C4,C4,0,0,1,0,1,24-07-08,1,Epoch,1,0,NA,NA,8569,0,2,0,33
plate1-D7,24-07-08 Epoch D4,D4,0,0,0,1,1,24-07-08,1,Epoch,1,0,NA,NA,0,0,1,6627,5
plate1-E7,24-07-08 Epoch E4,E4,1,1,0,0,2,24-07-08,1,Epoch,1,0,NA,NA,1,7,5828,0,46
plate1-F7,24-07-08 Epoch F4,F4,1,0,1,0,2,24-07-08,1,Epoch,1,0,NA,NA,591,5002,6,0,19
plate1-G7,24-07-08 Epoch G4,G4,1,0,0,1,2,24-07-08,1,Epoch,1,0,NA,NA,0,3953,11,2666,9
plate1-H7,24-07-08 Epoch H4,H4,0,1,1,0,2,24-07-08,1,Epoch,1,0,NA,NA,0,0,5943,0,52
plate1-A9,24-07-08 Epoch A5,A5,1,1,1,0,3,24-07-08,1,Epoch,1,0,NA,NA,0,16,6619,0,39
plate1-B9,24-07-08 Epoch B5,B5,1,1,0,1,3,24-07-08,1,Epoch,1,0,NA,NA,1,0,7368,1,39
plate1-C9,24-07-08 Epoch C5,C5,1,0,1,1,3,24-07-08,1,Epoch,1,0,NA,NA,259,4157,4,3107,11
plate1-D9,24-07-08 Epoch D5,D5,0,1,1,1,3,24-07-08,1,Epoch,1,0,NA,NA,1,0,7241,1,53
plate1-E9,24-07-08 Epoch E5,E5,1,1,1,1,4,24-07-08,1,Epoch,1,0,NA,NA,0,6,5389,0,46
plate1-F9,24-07-08 Epoch F5,F5,0,0,0,0,0,24-07-08,1,Epoch,1,0,NA,NA,NA,NA,NA,NA,NA
plate1-G9,24-07-08 Epoch G5,G5,0,1,0,1,2,24-07-08,1,Epoch,1,0,NA,NA,0,2,6423,2,56
plate1-H9,24-07-08 Epoch H5,H5,0,0,1,1,2,24-07-08,1,Epoch,1,0,NA,NA,778,1,2,6671,18
plate1-A11,24-07-08 Epoch A6,A6,0,1,1,0,2,24-07-08,1,Epoch,1,0,NA,NA,0,4,6985,0,46
plate1-B11,24-07-08 Epoch B6,B6,0,0,0,0,0,24-07-08,1,Epoch,1,0,NA,NA,NA,NA,NA,NA,NA
plate1-C11,24-07-08 Epoch C6,C6,0,0,0,0,0,24-07-08,1,Epoch,1,0,NA,NA,NA,NA,NA,NA,NA
plate1-D11,24-07-08 Epoch D6,D6,0,0,0,0,0,24-07-08,1,Epoch,1,0,NA,NA,NA,NA,NA,NA,NA
plate1-E11,24-07-08 Epoch E6,E6,0,0,0,0,0,24-07-08,1,Epoch,1,0,NA,NA,NA,NA,NA,NA,NA
plate1-F11,24-07-08 Epoch F6,F6,0,0,0,0,0,24-07-08,1,Epoch,1,0,NA,NA,NA,NA,NA,NA,NA
plate1-G11,24-07-08 Epoch G6,G6,0,0,0,0,0,24-07-08,1,Epoch,1,0,NA,NA,NA,NA,NA,NA,NA
plate1-H11,24-07-08 Epoch H6,H6,1,0,0,0,1,24-07-08,1,Epoch,1,0,NA,NA,0,4552,8,0,17
plate1-A1,24-07-08 H1 A1,A1,0,0,0,0,0,24-07-08,1,H1,1,48,1,NA,NA,NA,NA,NA,NA
plate1-B1,24-07-08 H1 B1,B1,1,0,0,1,2,24-07-08,1,H1,1,48,1,NA,0,5647,8,514,4
plate1-C1,24-07-08 H1 C1,C1,1,0,1,0,2,24-07-08,1,H1,1,48,1,NA,27,6736,8,0,18
plate1-D1,24-07-08 H1 D1,D1,1,1,0,0,2,24-07-08,1,H1,1,48,1,NA,0,10,1862,0,73
plate1-E1,24-07-08 H1 E1,E1,0,0,0,1,1,24-07-08,1,H1,1,48,1,NA,0,0,0,3134,6
plate1-F1,24-07-08 H1 F1,F1,0,0,1,0,1,24-07-08,1,H1,1,48,1,NA,632,0,7,0,39
plate1-G1,24-07-08 H1 G1,G1,0,1,0,0,1,24-07-08,1,H1,1,48,1,NA,0,8,6264,0,72
plate1-H1,24-07-08 H1 H1,H1,0,0,0,0,0,24-07-08,1,H1,1,48,1,NA,NA,NA,NA,NA,NA
plate1-A3,24-07-08 H1 A2,A2,1,0,0,0,1,24-07-08,1,H1,1,48,1,NA,0,6959,5,0,4
plate1-B3,24-07-08 H1 B2,B2,0,1,0,0,1,24-07-08,1,H1,1,48,1,NA,0,928,5807,0,107
plate1-C3,24-07-08 H1 C2,C2,0,0,1,0,1,24-07-08,1,H1,1,48,1,NA,457,14,0,0,71
plate1-D3,24-07-08 H1 D2,D2,0,0,0,1,1,24-07-08,1,H1,1,48,1,NA,0,0,1,1982,8
plate1-E3,24-07-08 H1 E2,E2,1,1,0,0,2,24-07-08,1,H1,1,48,1,NA,0,0,2338,1,117
plate1-F3,24-07-08 H1 F2,F2,1,0,1,0,2,24-07-08,1,H1,1,48,1,NA,4,3636,2,0,11
plate1-G3,24-07-08 H1 G2,G2,1,0,0,1,2,24-07-08,1,H1,1,48,1,NA,0,3757,1,407,7
plate1-H3,24-07-08 H1 H2,H2,0,1,1,0,2,24-07-08,1,H1,1,48,1,NA,0,1,8367,0,38
plate1-A5,24-07-08 H1 A3,A3,0,1,0,1,2,24-07-08,1,H1,1,48,1,NA,0,32,7611,1,28
plate1-B5,24-07-08 H1 B3,B3,0,0,1,1,2,24-07-08,1,H1,1,48,1,NA,125,3,0,6105,15
plate1-C5,24-07-08 H1 C3,C3,1,1,1,0,3,24-07-08,1,H1,1,48,1,NA,1,25,1234,0,66
plate1-D5,24-07-08 H1 D3,D3,1,1,0,1,3,24-07-08,1,H1,1,48,1,NA,0,10,1229,1,81
plate1-E5,24-07-08 H1 E3,E3,1,0,1,1,3,24-07-08,1,H1,1,48,1,NA,4,3547,1,162,12
plate1-F5,24-07-08 H1 F3,F3,0,1,1,1,3,24-07-08,1,H1,1,48,1,NA,0,1,4999,0,43
plate1-G5,24-07-08 H1 G3,G3,1,1,1,1,4,24-07-08,1,H1,1,48,1,NA,0,29,2831,2,50
plate1-H5,24-07-08 H1 H3,H3,0,0,0,0,0,24-07-08,1,H1,1,48,1,NA,NA,NA,NA,NA,NA
plate1-A7,24-07-08 H1 A4,A4,1,0,0,0,1,24-07-08,1,H1,1,48,1,NA,0,7326,0,0,3
plate1-B7,24-07-08 H1 B4,B4,0,1,0,0,1,24-07-08,1,H1,1,48,1,NA,0,15,4703,0,145
plate1-C7,24-07-08 H1 C4,C4,0,0,1,0,1,24-07-08,1,H1,1,48,1,NA,302,0,2,0,70
plate1-D7,24-07-08 H1 D4,D4,0,0,0,1,1,24-07-08,1,H1,1,48,1,NA,0,0,0,1641,7
plate1-E7,24-07-08 H1 E4,E4,1,1,0,0,2,24-07-08,1,H1,1,48,1,NA,0,6,3187,0,96
plate1-F7,24-07-08 H1 F4,F4,1,0,1,0,2,24-07-08,1,H1,1,48,1,NA,3,3765,4,0,13
plate1-G7,24-07-08 H1 G4,G4,1,0,0,1,2,24-07-08,1,H1,1,48,1,NA,0,4518,1,459,7
plate1-H7,24-07-08 H1 H4,H4,0,1,1,0,2,24-07-08,1,H1,1,48,1,NA,0,0,7984,0,51
plate1-A9,24-07-08 H1 A5,A5,1,1,1,0,3,24-07-08,1,H1,1,48,1,NA,0,139,5539,0,14
plate1-B9,24-07-08 H1 B5,B5,1,1,0,1,3,24-07-08,1,H1,1,48,1,NA,0,28,2786,0,66
plate1-C9,24-07-08 H1 C5,C5,1,0,1,1,3,24-07-08,1,H1,1,48,1,NA,6,3877,1,287,12
plate1-D9,24-07-08 H1 D5,D5,0,1,1,1,3,24-07-08,1,H1,1,48,1,NA,0,0,3104,1,142
plate1-E9,24-07-08 H1 E5,E5,1,1,1,1,4,24-07-08,1,H1,1,48,1,NA,0,12,2109,0,56
plate1-F9,24-07-08 H1 F5,F5,0,0,0,0,0,24-07-08,1,H1,1,48,1,NA,NA,NA,NA,NA,NA
plate1-G9,24-07-08 H1 G5,G5,0,1,0,1,2,24-07-08,1,H1,1,48,1,NA,0,7,5962,0,79
plate1-H9,24-07-08 H1 H5,H5,0,0,1,1,2,24-07-08,1,H1,1,48,1,NA,158,0,2,2658,34
plate1-A11,24-07-08 H1 A6,A6,0,1,1,0,2,24-07-08,1,H1,1,48,1,NA,1,43,8025,0,54
plate1-B11,24-07-08 H1 B6,B6,0,0,0,0,0,24-07-08,1,H1,1,48,1,NA,NA,NA,NA,NA,NA
plate1-C11,24-07-08 H1 C6,C6,0,0,0,0,0,24-07-08,1,H1,1,48,1,NA,NA,NA,NA,NA,NA
plate1-D11,24-07-08 H1 D6,D6,0,0,0,0,0,24-07-08,1,H1,1,48,1,NA,NA,NA,NA,NA,NA
plate1-E11,24-07-08 H1 E6,E6,0,0,0,0,0,24-07-08,1,H1,1,48,1,NA,NA,NA,NA,NA,NA
plate1-F11,24-07-08 H1 F6,F6,0,0,0,0,0,24-07-08,1,H1,1,48,1,NA,NA,NA,NA,NA,NA
plate1-G11,24-07-08 H1 G6,G6,0,0,0,0,0,24-07-08,1,H1,1,48,1,NA,NA,NA,NA,NA,NA
plate1-H11,24-07-08 H1 H6,H6,1,0,0,0,1,24-07-08,1,H1,1,48,1,NA,0,5174,3,0,7
plate1-A1,24-07-08 Epoch A1,A1,0,0,0,0,0,24-07-08,2,Epoch,1,0,NA,NA,NA,NA,NA,NA,NA
plate1-B1,24-07-08 Epoch B1,B1,1,0,0,1,2,24-07-08,2,Epoch,1,0,NA,NA,0,5518,3,207,6
plate1-C1,24-07-08 Epoch C1,C1,1,0,1,0,2,24-07-08,2,Epoch,1,0,NA,NA,2570,3962,66,0,10
plate1-D1,24-07-08 Epoch D1,D1,1,1,0,0,2,24-07-08,2,Epoch,1,0,NA,NA,1,9,5684,0,35
plate1-E1,24-07-08 Epoch E1,E1,0,0,0,1,1,24-07-08,2,Epoch,1,0,NA,NA,0,0,0,8642,5
plate1-F1,24-07-08 Epoch F1,F1,0,0,1,0,1,24-07-08,2,Epoch,1,0,NA,NA,7731,1,2,0,34
plate1-G1,24-07-08 Epoch G1,G1,0,1,0,0,1,24-07-08,2,Epoch,1,0,NA,NA,0,4,5176,0,41
plate1-H1,24-07-08 Epoch H1,H1,0,0,0,0,0,24-07-08,2,Epoch,1,0,NA,NA,NA,NA,NA,NA,NA
plate1-A3,24-07-08 Epoch A2,A2,1,0,0,0,1,24-07-08,2,Epoch,1,0,NA,NA,103,5061,125,1,8
plate1-B3,24-07-08 Epoch B2,B2,0,1,0,0,1,24-07-08,2,Epoch,1,0,NA,NA,0,12,4130,0,75
plate1-C3,24-07-08 Epoch C2,C2,0,0,1,0,1,24-07-08,2,Epoch,1,0,NA,NA,9332,20,4,1,66
plate1-D3,24-07-08 Epoch D2,D2,0,0,0,1,1,24-07-08,2,Epoch,1,0,NA,NA,0,2,0,9222,14
plate1-E3,24-07-08 Epoch E2,E2,1,1,0,0,2,24-07-08,2,Epoch,1,0,NA,NA,0,1,3726,4,57
plate1-F3,24-07-08 Epoch F2,F2,1,0,1,0,2,24-07-08,2,Epoch,1,0,NA,NA,947,5205,0,0,8
plate1-G3,24-07-08 Epoch G2,G2,1,0,0,1,2,24-07-08,2,Epoch,1,0,NA,NA,0,7689,31,441,15
plate1-H3,24-07-08 Epoch H2,H2,0,1,1,0,2,24-07-08,2,Epoch,1,0,NA,NA,0,9,4381,0,103
plate1-A5,24-07-08 Epoch A3,A3,0,1,0,1,2,24-07-08,2,Epoch,1,0,NA,NA,1,10,3643,0,94
plate1-B5,24-07-08 Epoch B3,B3,0,0,1,1,2,24-07-08,2,Epoch,1,0,NA,NA,1139,2,0,6675,16
plate1-C5,24-07-08 Epoch C3,C3,1,1,1,0,3,24-07-08,2,Epoch,1,0,NA,NA,1,4,3341,0,73
plate1-D5,24-07-08 Epoch D3,D3,1,1,0,1,3,24-07-08,2,Epoch,1,0,NA,NA,1,2,3624,1,54
plate1-E5,24-07-08 Epoch E3,E3,1,0,1,1,3,24-07-08,2,Epoch,1,0,NA,NA,998,4819,0,327,4
plate1-F5,24-07-08 Epoch F3,F3,0,1,1,1,3,24-07-08,2,Epoch,1,0,NA,NA,1,4,3669,0,33
plate1-G5,24-07-08 Epoch G3,G3,1,1,1,1,4,24-07-08,2,Epoch,1,0,NA,NA,0,3,3590,0,46
plate1-H5,24-07-08 Epoch H3,H3,0,0,0,0,0,24-07-08,2,Epoch,1,0,NA,NA,NA,NA,NA,NA,NA
plate1-A7,24-07-08 Epoch A4,A4,1,0,0,0,1,24-07-08,2,Epoch,1,0,NA,NA,0,5154,3,0,11
plate1-B7,24-07-08 Epoch B4,B4,0,1,0,0,1,24-07-08,2,Epoch,1,0,NA,NA,0,0,4881,1,50
plate1-C7,24-07-08 Epoch C4,C4,0,0,1,0,1,24-07-08,2,Epoch,1,0,NA,NA,9385,1,3,0,54
plate1-D7,24-07-08 Epoch D4,D4,0,0,0,1,1,24-07-08,2,Epoch,1,0,NA,NA,0,0,0,9086,11
plate1-E7,24-07-08 Epoch E4,E4,1,1,0,0,2,24-07-08,2,Epoch,1,0,NA,NA,0,6,3744,0,52
plate1-F7,24-07-08 Epoch F4,F4,1,0,1,0,2,24-07-08,2,Epoch,1,0,NA,NA,1251,4637,3,0,7
plate1-G7,24-07-08 Epoch G4,G4,1,0,0,1,2,24-07-08,2,Epoch,1,0,NA,NA,0,7212,10,462,10
plate1-H7,24-07-08 Epoch H4,H4,0,1,1,0,2,24-07-08,2,Epoch,1,0,NA,NA,0,3,3936,0,88
plate1-A9,24-07-08 Epoch A5,A5,1,1,1,0,3,24-07-08,2,Epoch,1,0,NA,NA,0,16,3800,0,46
plate1-B9,24-07-08 Epoch B5,B5,1,1,0,1,3,24-07-08,2,Epoch,1,0,NA,NA,0,0,4312,0,48
plate1-C9,24-07-08 Epoch C5,C5,1,0,1,1,3,24-07-08,2,Epoch,1,0,NA,NA,1147,6439,1,574,11
plate1-D9,24-07-08 Epoch D5,D5,0,1,1,1,3,24-07-08,2,Epoch,1,0,NA,NA,0,0,4408,6,49
plate1-E9,24-07-08 Epoch E5,E5,1,1,1,1,4,24-07-08,2,Epoch,1,0,NA,NA,0,2,3404,1,54
plate1-F9,24-07-08 Epoch F5,F5,0,0,0,0,0,24-07-08,2,Epoch,1,0,NA,NA,NA,NA,NA,NA,NA
plate1-G9,24-07-08 Epoch G5,G5,0,1,0,1,2,24-07-08,2,Epoch,1,0,NA,NA,0,12,4381,0,55
plate1-H9,24-07-08 Epoch H5,H5,0,0,1,1,2,24-07-08,2,Epoch,1,0,NA,NA,536,2,2,5640,74
plate1-A11,24-07-08 Epoch A6,A6,0,1,1,0,2,24-07-08,2,Epoch,1,0,NA,NA,0,3,3463,0,64
plate1-B11,24-07-08 Epoch B6,B6,0,0,0,0,0,24-07-08,2,Epoch,1,0,NA,NA,NA,NA,NA,NA,NA
plate1-C11,24-07-08 Epoch C6,C6,0,0,0,0,0,24-07-08,2,Epoch,1,0,NA,NA,NA,NA,NA,NA,NA
plate1-D11,24-07-08 Epoch D6,D6,0,0,0,0,0,24-07-08,2,Epoch,1,0,NA,NA,NA,NA,NA,NA,NA
plate1-E11,24-07-08 Epoch E6,E6,0,0,0,0,0,24-07-08,2,Epoch,1,0,NA,NA,NA,NA,NA,NA,NA
plate1-F11,24-07-08 Epoch F6,F6,0,0,0,0,0,24-07-08,2,Epoch,1,0,NA,NA,NA,NA,NA,NA,NA
plate1-G11,24-07-08 Epoch G6,G6,0,0,0,0,0,24-07-08,2,Epoch,1,0,NA,NA,NA,NA,NA,NA,NA
plate1-H11,24-07-08 Epoch H6,H6,1,0,0,0,1,24-07-08,2,Epoch,1,0,NA,NA,0,5037,5,1,24
plate1-A1,24-07-08 H1 A1,A1,0,0,0,0,0,24-07-08,2,H1,1,48,2,NA,NA,NA,NA,NA,NA
plate1-B1,24-07-08 H1 B1,B1,1,0,0,1,2,24-07-08,2,H1,1,48,2,NA,0,1433,1,227,61
plate1-C1,24-07-08 H1 C1,C1,1,0,1,0,2,24-07-08,2,H1,1,48,2,NA,2,1541,5,0,62
plate1-D1,24-07-08 H1 D1,D1,1,1,0,0,2,24-07-08,2,H1,1,48,2,NA,0,0,7405,0,145
plate1-E1,24-07-08 H1 E1,E1,0,0,0,1,1,24-07-08,2,H1,1,48,2,NA,0,0,4,1117,136
plate1-F1,24-07-08 H1 F1,F1,0,0,1,0,1,24-07-08,2,H1,1,48,2,NA,26,0,6,1,145
plate1-G1,24-07-08 H1 G1,G1,0,1,0,0,1,24-07-08,2,H1,1,48,2,NA,0,0,8974,0,93
plate1-H1,24-07-08 H1 H1,H1,0,0,0,0,0,24-07-08,2,H1,1,48,2,NA,NA,NA,NA,NA,NA
plate1-A3,24-07-08 H1 A2,A2,1,0,0,0,1,24-07-08,2,H1,1,48,2,NA,0,2117,4,0,25
plate1-B3,24-07-08 H1 B2,B2,0,1,0,0,1,24-07-08,2,H1,1,48,2,NA,0,0,8754,0,99
plate1-C3,24-07-08 H1 C2,C2,0,0,1,0,1,24-07-08,2,H1,1,48,2,NA,51,0,0,0,90
plate1-D3,24-07-08 H1 D2,D2,0,0,0,1,1,24-07-08,2,H1,1,48,2,NA,0,0,2,581,145
plate1-E3,24-07-08 H1 E2,E2,1,1,0,0,2,24-07-08,2,H1,1,48,2,NA,0,0,6064,1,146
plate1-F3,24-07-08 H1 F2,F2,1,0,1,0,2,24-07-08,2,H1,1,48,2,NA,0,128,2,0,146
plate1-G3,24-07-08 H1 G2,G2,1,0,0,1,2,24-07-08,2,H1,1,48,2,NA,0,276,1,132,146
plate1-H3,24-07-08 H1 H2,H2,0,1,1,0,2,24-07-08,2,H1,1,48,2,NA,0,0,8980,0,95
plate1-A5,24-07-08 H1 A3,A3,0,1,0,1,2,24-07-08,2,H1,1,48,2,NA,0,1,7211,0,52
plate1-B5,24-07-08 H1 B3,B3,0,0,1,1,2,24-07-08,2,H1,1,48,2,NA,4,0,3,281,146
plate1-C5,24-07-08 H1 C3,C3,1,1,1,0,3,24-07-08,2,H1,1,48,2,NA,0,0,4496,0,146
plate1-D5,24-07-08 H1 D3,D3,1,1,0,1,3,24-07-08,2,H1,1,48,2,NA,0,0,4402,0,146
plate1-E5,24-07-08 H1 E3,E3,1,0,1,1,3,24-07-08,2,H1,1,48,2,NA,0,58,2,7,145
plate1-F5,24-07-08 H1 F3,F3,0,1,1,1,3,24-07-08,2,H1,1,48,2,NA,0,0,9332,0,123
plate1-G5,24-07-08 H1 G3,G3,1,1,1,1,4,24-07-08,2,H1,1,48,2,NA,0,0,5040,0,145
plate1-H5,24-07-08 H1 H3,H3,0,0,0,0,0,24-07-08,2,H1,1,48,2,NA,NA,NA,NA,NA,NA
plate1-A7,24-07-08 H1 A4,A4,1,0,0,0,1,24-07-08,2,H1,1,48,2,NA,0,2389,0,0,39
plate1-B7,24-07-08 H1 B4,B4,0,1,0,0,1,24-07-08,2,H1,1,48,2,NA,0,0,9024,1,111
plate1-C7,24-07-08 H1 C4,C4,0,0,1,0,1,24-07-08,2,H1,1,48,2,NA,28,0,4,1,145
plate1-D7,24-07-08 H1 D4,D4,0,0,0,1,1,24-07-08,2,H1,1,48,2,NA,0,0,3,411,146
plate1-E7,24-07-08 H1 E4,E4,1,1,0,0,2,24-07-08,2,H1,1,48,2,NA,0,0,5733,0,145
plate1-F7,24-07-08 H1 F4,F4,1,0,1,0,2,24-07-08,2,H1,1,48,2,NA,0,78,2,0,146
plate1-G7,24-07-08 H1 G4,G4,1,0,0,1,2,24-07-08,2,H1,1,48,2,NA,0,518,2,161,146
plate1-H7,24-07-08 H1 H4,H4,0,1,1,0,2,24-07-08,2,H1,1,48,2,NA,0,0,9019,0,81
plate1-A9,24-07-08 H1 A5,A5,1,1,1,0,3,24-07-08,2,H1,1,48,2,NA,0,0,8141,0,137
plate1-B9,24-07-08 H1 B5,B5,1,1,0,1,3,24-07-08,2,H1,1,48,2,NA,0,0,6926,1,145
